G# in CRIM_Mass_0008_4, m. 100, b. 4.0
G# in CRIM_Mass_0043_2, m. 157, b. 2.5
G# in CRIM_Mass_0043_3, m. 74, b. 2.0
G# in CRIM_Mass_0043_3, m. 74, b. 3.0
G# in CRIM_Mass_0043_3, m. 165, b. 4.0
G# in CRIM_Mass_0043_3, m. 250, b. 1.0
G# in CRIM_Mass_0044_1, m. 23, b. 4.0
G# in CRIM_Mass_0044_1, m. 37, b. 4.0
G# in CRIM_Mass_0044_1, m. 61, b. 2.5
G# in CRIM_Mass_0044_1, m. 32, b. 4.0
G# in CRIM_Mass_0044_1, m. 55, b. 1.0
G# in CRIM_Mass_0044_1, m. 56, b. 1.5
G# in CRIM_Mass_0044_1, m. 72, b. 2.0
G# in CRIM_Mass_0044_1, m. 74, b. 1.0
G# in CRIM_Mass_0044_1, m. 45, b. 4.5
G# in CRIM_Mass_0044_1, m. 61, b. 4.5
G# in CRIM_Mass_0044_1, m. 80, b. 3.0
G# in CRIM_Mass_0044_1, m. 21, b. 4.0
G# in CRIM_Mass_0044_1, m. 29, b. 4.0
G# in CRIM_Mass_0044_1, m. 44, b. 4.5
G# in CRIM_Mass_0044_1, m. 51, b. 1.0
G# in CRIM_Mass_0044_1, m. 60, b. 2.0
G# in CRIM_Mass_0044_1, m. 72, b. 1.0
G# in CRIM_Mass_0044_1, m. 74, b. 2.0
G# in CRIM_Mass_0044_1, m. 74, b. 3.0
G# in CRIM_Mass_0044_1, m. 78, b. 3.0
G# in CRIM_Mass_0044_1, m. 20, b. 4.0
G# in CRIM_Mass_0044_1, m. 35, b. 2.0
G# in CRIM_Mass_0044_2, m. 69, b. 4.0
G# in CRIM_Mass_0044_2, m. 36, b. 3.0
G# in CRIM_Mass_0044_2, m. 38, b. 3.0
G# in CRIM_Mass_0044_2, m. 54, b. 1.0
G# in CRIM_Mass_0044_2, m. 55, b. 1.5
G# in CRIM_Mass_0044_2, m. 55, b. 2.0
G# in CRIM_Mass_0044_2, m. 55, b. 4.5
G# in CRIM_Mass_0044_2, m. 119, b. 2.0
G# in CRIM_Mass_0044_2, m. 121, b. 1.0
G# in CRIM_Mass_0044_2, m. 45, b. 4.0
G# in CRIM_Mass_0044_2, m. 64, b. 4.0
G# in CRIM_Mass_0044_2, m. 103, b. 2.5
G# in CRIM_Mass_0044_2, m. 127, b. 2.5
G# in CRIM_Mass_0044_2, m. 127, b. 3.0
G# in CRIM_Mass_0044_2, m. 36, b. 1.0
G# in CRIM_Mass_0044_2, m. 39, b. 1.0
G# in CRIM_Mass_0044_2, m. 39, b. 2.0
G# in CRIM_Mass_0044_2, m. 43, b. 4.0
G# in CRIM_Mass_0044_2, m. 53, b. 3.0
G# in CRIM_Mass_0044_2, m. 61, b. 1.0
G# in CRIM_Mass_0044_2, m. 102, b. 2.5
G# in CRIM_Mass_0044_2, m. 119, b. 1.0
G# in CRIM_Mass_0044_2, m. 121, b. 3.0
G# in CRIM_Mass_0044_2, m. 125, b. 3.0
G# in CRIM_Mass_0044_3, m. 8, b. 1.5
G# in CRIM_Mass_0044_3, m. 15, b. 4.0
G# in CRIM_Mass_0044_3, m. 44, b. 4.0
G# in CRIM_Mass_0044_3, m. 106, b. 4.0
G# in CRIM_Mass_0044_3, m. 121, b. 3.5
G# in CRIM_Mass_0044_3, m. 147, b. 4.5
G# in CRIM_Mass_0044_3, m. 171, b. 4.0
G# in CRIM_Mass_0044_3, m. 59, b. 1.0
G# in CRIM_Mass_0044_3, m. 59, b. 2.0
G# in CRIM_Mass_0044_3, m. 63, b. 1.0
G# in CRIM_Mass_0044_3, m. 69, b. 1.0
G# in CRIM_Mass_0044_3, m. 76, b. 2.0
G# in CRIM_Mass_0044_3, m. 76, b. 3.0
G# in CRIM_Mass_0044_3, m. 76, b. 4.0
G# in CRIM_Mass_0044_3, m. 174, b. 2.5
G# in CRIM_Mass_0044_3, m. 182, b. 2.5
G# in CRIM_Mass_0044_3, m. 203, b. 2.0
G# in CRIM_Mass_0044_3, m. 206, b. 1.0
G# in CRIM_Mass_0044_3, m. 8, b. 3.5
G# in CRIM_Mass_0044_3, m. 24, b. 4.0
G# in CRIM_Mass_0044_3, m. 121, b. 1.5
G# in CRIM_Mass_0044_3, m. 142, b. 3.5
G# in CRIM_Mass_0044_3, m. 212, b. 3.0
G# in CRIM_Mass_0044_3, m. 22, b. 4.0
G# in CRIM_Mass_0044_3, m. 42, b. 3.0
G# in CRIM_Mass_0044_3, m. 42, b. 4.5
G# in CRIM_Mass_0044_3, m. 43, b. 4.0
G# in CRIM_Mass_0044_3, m. 53, b. 4.0
G# in CRIM_Mass_0044_3, m. 65, b. 4.0
G# in CRIM_Mass_0044_3, m. 68, b. 1.0
G# in CRIM_Mass_0044_3, m. 85, b. 4.0
G# in CRIM_Mass_0044_3, m. 86, b. 1.0
G# in CRIM_Mass_0044_3, m. 90, b. 3.0
G# in CRIM_Mass_0044_3, m. 122, b. 1.5
G# in CRIM_Mass_0044_3, m. 142, b. 1.0
G# in CRIM_Mass_0044_3, m. 175, b. 2.5
G# in CRIM_Mass_0044_3, m. 181, b. 2.5
G# in CRIM_Mass_0044_3, m. 203, b. 1.0
G# in CRIM_Mass_0044_3, m. 206, b. 3.0
G# in CRIM_Mass_0044_3, m. 210, b. 3.0
G# in CRIM_Mass_0044_3, m. 58, b. 1.0
G# in CRIM_Mass_0044_3, m. 58, b. 2.0
G# in CRIM_Mass_0044_3, m. 63, b. 3.0
G# in CRIM_Mass_0044_3, m. 67, b. 3.5
G# in CRIM_Mass_0044_3, m. 170, b. 4.0
G# in CRIM_Mass_0044_4, m. 22, b. 4.0
G# in CRIM_Mass_0044_4, m. 60, b. 4.0
G# in CRIM_Mass_0044_4, m. 94, b. 3.0
G# in CRIM_Mass_0044_4, m. 7, b. 4.0
G# in CRIM_Mass_0044_4, m. 8, b. 4.0
G# in CRIM_Mass_0044_4, m. 21, b. 1.0
G# in CRIM_Mass_0044_4, m. 36, b. 4.5
G# in CRIM_Mass_0044_4, m. 13, b. 4.0
G# in CRIM_Mass_0044_4, m. 16, b. 4.0
G# in CRIM_Mass_0044_4, m. 19, b. 4.0
G# in CRIM_Mass_0044_4, m. 21, b. 4.0
G# in CRIM_Mass_0044_4, m. 11, b. 2.0
G# in CRIM_Mass_0044_4, m. 17, b. 4.0
G# in CRIM_Mass_0044_5, m. 20, b. 4.0
G# in CRIM_Mass_0044_5, m. 25, b. 4.0
G# in CRIM_Mass_0044_5, m. 13, b. 3.5
G# in CRIM_Mass_0044_5, m. 35, b. 4.0
G# in CRIM_Mass_0044_5, m. 78, b. 3.0
G# in CRIM_Mass_0044_5, m. 14, b. 3.0
G# in CRIM_Mass_0044_5, m. 15, b. 4.0
G# in CRIM_Mass_0044_5, m. 74, b. 3.0
G# in CRIM_Mass_0044_5, m. 14, b. 1.0
G# in CRIM_Mass_0044_5, m. 15, b. 1.0
A- in CRIM_Mass_0050_5, m. 13, b. 3.0
